,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Signals,NoOf Signals,Index,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float / Ratio,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Interest,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Target Price,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend %,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR,Employees,Current Ratio,Sales Q/Q,Oper. Margin,RSI (14),Volatility W,Volatility M,Optionable,Debt/Eq,EPS Q/Q,Profit Margin,Rel Volume,Prev Close,Shortable,LT Debt/Eq,Earnings,Payout,Avg Volume,Recom,SMA20,SMA50,SMA200
1136,XSD,SPDR S&P Semiconductor ETF,Financial,Exchange Traded Fund,USA,,,204.44,-0.0196,66940.0,"['Horizontal S/R', 'TL Resistance']",2,-,-,-,-,-0.93%,-,-,-,-,15.46%,-,-,-,-,- / -,25.63%,-,-,-,-,-,15.32%,-,-,-,-,-,2.08%,-,-,-,-,138.65,220.31,22.25%,0.84,-,-,-,-7.20%,-,0.40%,-,-,-,47.45%,5.84,-,-,-,-,61.73,3.60%,2.77%,Yes,-,-,-,0.99,208.52,Yes,-,-,-,67.39K,-,5.59%,12.25%,19.22%
1137,GGG,Graco Inc.,Industrials,Specialty Industrial Machinery,USA,11960000000.0,26.58,70.17,-0.0096,426951.0,"['Horizontal S/R', 'Multiple Top']",2,-,2.67,0.10%,169.17M,-0.54%,23.82,2.98,-48.12%,166.97M,1.55%,460.60M,2.56,0.63,89.90%,1.28% / 2.60,2.81%,2.14B,5.58,31.20%,0.07%,2.14M,4.73%,10.57,6.70,6.78%,18.40%,75.29,-2.32%,2.46,28.83,10.40%,25.50%,56.48,74.56,4.33%,0.94,173.06,60.30%,24.30%,-5.89%,0.79,1.33%,1.90,8.40%,49.30%,24.24%,1.42,3800,3.00,12.10%,25.50%,56.54,1.99%,2.05%,Yes,0.07,13.20%,20.60%,0.52,70.85,Yes,0.04,Jan 30 AMC,30.50%,822.45K,2.50,1.90%,2.70%,8.18%
1138,ATLX,Atlas Lithium Corporation,Basic Materials,Other Precious Metals & Mining,USA,45070000.0,,7.12,-0.0111,53520.0,"['Horizontal S/R', 'TL Support']",2,-,-0.15,5.40%,3.43B,-6.44%,-,-,0.00%,4.25M,-12.10%,-3.00M,-,-,-,1.27% / 0.36,-57.99%,0.01M,6183.56,-,-,0.05M,-14.47%,0.00,-,-,-109.20%,-,32.77%,0.06,112.68,-,-,1.55,23.51,1.71%,-,-,-55.70%,-,-69.72%,-2.42,-,-,-,-,359.35%,1.08,11,0.20,10.60%,-,42.25,8.59%,14.75%,No,0.00,-42.90%,-,0.36,7.20,Yes,0.00,-,-,150.62K,-,-12.38%,-12.35%,-17.36%
1139,WFH,Direxion Work From Home ETF,Financial,Exchange Traded Fund,USA,,,46.7,-0.01,4766.0,"['Horizontal S/R', 'Multiple Bottom']",2,-,-,-,-,1.56%,-,-,-,-,13.89%,-,-,-,-,- / -,17.83%,-,-,-,-,-,-7.00%,-,-,-,-,-,-29.46%,-,-,-,-,38.56,69.13,15.45%,0.17,-,-,-,-32.45%,-,0.36%,-,-,-,21.11%,1.02,-,-,-,-,62.08,2.14%,1.57%,No,-,-,-,0.98,47.17,Yes,-,-,-,4.87K,-,6.13%,9.96%,0.55%
1140,RBBN,Ribbon Communications Inc.,Communication Services,Telecom Services,USA,652260000.0,,3.8,-0.0052,287258.0,Horizontal S/R,1,-,-1.43,17.20%,158.92M,0.00%,16.26,0.23,12.58%,137.84M,29.69%,-214.90M,-,-0.01,71.10%,2.15% / 4.57,37.68%,816.70M,0.80,-296.00%,17.53%,2.96M,18.38%,3.08,1.24,7733.33%,-17.00%,5.25,-14.41%,0.33,11.71,12.00%,-44.30%,2.19,4.68,36.20%,-,-,-33.60%,-9.70%,-18.80%,1.13,-,1.20,27.30%,45.60%,73.52%,0.17,3685,1.40,-1.60%,-20.80%,73.34,5.77%,4.67%,Yes,0.68,71.10%,-26.30%,0.44,3.82,Yes,0.64,Feb 15 AMC,-,648.48K,2.40,11.75%,28.89%,28.44%
1141,DMS,"Digital Media Solutions, Inc.",Communication Services,Advertising Agencies,USA,85630000.0,,1.34,-0.0219,23297.0,Horizontal S/R,1,-,-0.53,3.00%,39.96M,-6.94%,-,-0.29,0.00%,18.30M,1.90%,-20.30M,-,-0.07,65.60%,0.63% / 2.08,-27.17%,409.00M,0.21,122.90%,-1.16%,0.12M,5.51%,-0.87,-,42.00%,-8.40%,2.62,-71.43%,0.29,4.68,-,64.60%,1.05,4.76,0.00%,-,-,-,-6.80%,-71.85%,0.61,-,1.20,-,27.80%,27.62%,0.09,580,1.20,-16.10%,-5.00%,45.15,6.62%,5.86%,No,-,-373.90%,-4.80%,0.42,1.37,Yes,-,Nov 08 AMC,-,55.43K,1.50,-3.36%,-3.58%,-18.52%
1142,NVRO,Nevro Corp.,Healthcare,Medical Devices,USA,1340000000.0,,37.35,-0.0319,519574.0,"['Horizontal S/R', 'TL Support']",2,-,-0.36,0.60%,35.40M,0.54%,-,-2.11,0.00%,34.58M,1.69%,-7.90M,-,-0.48,99.70%,8.67% / 5.78,-6.25%,395.30M,3.39,-52.90%,-1.62%,3.00M,-21.68%,9.18,4.20,-219.70%,-1.40%,44.83,-42.39%,11.13,3.47,25.40%,-2.90%,34.70,78.90,-5.68%,-,83.82,-27.60%,-24.50%,-52.66%,0.81,-,5.80,11.10%,68.40%,7.64%,1.75,945,7.00,7.80%,-0.20%,45.15,4.25%,4.46%,Yes,0.00,252.00%,-2.00%,1.00,38.58,Yes,0.57,Feb 16 AMC,-,518.71K,3.20,-0.45%,-6.44%,-15.98%
1143,CHIR,Global X MSCI China Real Estate ETF,Financial,Exchange Traded Fund,USA,,,22.43,-0.0013,8368.0,Horizontal S/R,1,-,-,-,-,-6.07%,-,-,-,-,-7.31%,-,-,-,-,- / -,34.24%,-,-,-,-,-,2.00%,-,-,-,-,-,-36.79%,-,-,-,-,14.10,37.78,4.79%,1.10,-,-,-,-40.64%,-,4.91%,-,-,-,59.10%,0.69,-,-,-,-,42.93,1.48%,1.92%,Yes,-,-,-,1.15,22.46,Yes,-,-,-,7.29K,-,-5.26%,-4.07%,-5.22%
1144,KPLT,"Katapult Holdings, Inc.",Technology,Software - Infrastructure,USA,103420000.0,,1.06,0.0,372085.0,Horizontal S/R,1,-,-0.17,7.80%,98.40M,2.91%,-,-0.37,2.84%,55.36M,-0.93%,-16.00M,-,-0.12,27.30%,6.25% / 11.78,10.42%,236.60M,0.44,126.30%,-3.43%,3.46M,-26.90%,0.20,5.30,-2.80%,-10.90%,1.50,-51.82%,0.79,1.34,-,-52.70%,0.74,2.70,10.80%,-,-,-,0.80%,-60.74%,-,-,7.60,-,22.50%,43.24%,0.08,130,7.60,-29.80%,-8.00%,55.74,6.19%,8.33%,Yes,4.68,-163.70%,-6.70%,1.27,1.06,Yes,4.68,Nov 09 BMO,-,293.49K,3.00,3.81%,4.44%,-9.06%
1145,PVL,Permianville Royalty Trust,Energy,Oil & Gas E&P,USA,97980000.0,8.77,3.01,0.0067,131283.0,Horizontal S/R,1,-,0.34,24.70%,33.00M,0.33%,-,-,-10.77%,22.96M,1.35%,11.30M,-,-,6.20%,0.25% / 0.32,-16.39%,12.80M,7.65,-37.90%,-2.78%,0.06M,-2.90%,1.87,1.60,-,17.70%,-,34.38%,0.02,139.97,-,17.70%,2.22,5.79,-10.15%,0.47,-,-18.10%,4.80%,-48.01%,1.25,15.89%,-,-13.90%,-,35.59%,0.11,-,-,142.90%,88.60%,46.17,2.43%,3.83%,Yes,0.00,600.00%,87.90%,0.74,2.99,Yes,0.00,-,83.60%,177.82K,-,0.35%,-4.79%,-14.37%
1146,GXTG,Global X Thematic Growth ETF,Financial,Exchange Traded Fund,USA,,,27.27,-0.0155,6930.0,Horizontal S/R,1,-,-,-,-,-2.75%,-,-,-,-,13.53%,-,-,-,-,- / -,4.14%,-,-,-,-,-,-15.60%,-,-,-,-,-,-28.63%,-,-,-,-,22.36,39.91,19.87%,0.34,-,-,-,-31.67%,-,1.22%,-,-,-,21.96%,0.75,-,-,-,-,55.54,2.72%,2.57%,Yes,-,-,-,0.42,27.70,Yes,-,-,-,16.67K,-,1.95%,7.63%,-3.75%
1147,NLR,VanEck Uranium+Nuclear Energy ETF,Financial,Exchange Traded Fund,USA,,,56.54,-0.0147,1222.0,Horizontal S/R,1,-,-,-,-,-4.02%,-,-,-,-,0.55%,-,-,-,-,- / -,4.48%,-,-,-,-,-,1.61%,-,-,-,-,-,5.61%,-,-,-,-,48.23,59.97,3.00%,2.20,-,-,-,-5.72%,-,3.83%,-,-,-,17.23%,0.95,-,-,-,-,47.85,2.56%,1.36%,No,-,-,-,0.29,57.39,Yes,-,-,-,4.19K,-,-1.18%,1.01%,3.14%
1148,AINC,Ashford Inc.,Financial,Asset Management,USA,44190000.0,,14.02,-0.0168,901.0,Horizontal S/R,1,-,-9.39,23.40%,2.96M,2.99%,2.49,5.73,0.00%,1.91M,-6.24%,-27.00M,-,1.16,13.60%,0.34% / 0.56,2.35%,595.90M,0.07,84.60%,-6.64%,0.01M,-18.24%,-88.48,-,-9.91%,-5.20%,25.33,-20.45%,14.23,1.00,-,10.70%,11.40,21.74,0.99%,-,1.58,-69.50%,3.70%,-35.52%,2.02,-,1.10,46.20%,30.90%,23.00%,0.60,126,1.10,51.60%,4.20%,50.08,5.54%,3.75%,No,-,-2.10%,-4.50%,0.08,14.26,Yes,-,Feb 22 AMC,-,11.43K,2.00,-0.30%,-1.96%,-7.69%
1149,WCC,"WESCO International, Inc.",Industrials,Industrial Distribution,USA,7800000000.0,10.73,151.67,-0.0163,431051.0,Horizontal S/R,1,-,14.37,0.90%,50.81M,0.01%,9.34,16.51,155.36%,37.07M,14.50%,751.60M,1.07,3.79,96.90%,2.98% / 2.70,26.39%,20.71B,0.38,419.20%,2.32%,1.10M,14.41%,82.59,1.87,2.68%,5.60%,167.40,24.90%,4.63,33.31,10.00%,18.70%,99.00,155.00,21.14%,-,-,30.10%,8.10%,-2.15%,2.00,-,1.20,20.00%,21.50%,53.20%,4.11,18000,2.20,15.20%,6.20%,69.85,2.66%,2.91%,Yes,1.25,112.70%,3.60%,1.05,154.19,Yes,1.24,Feb 14 BMO,0.00%,409.45K,1.80,6.64%,15.18%,19.83%
1150,THS,"TreeHouse Foods, Inc.",Consumer Defensive,Packaged Foods,USA,2690000000.0,,48.1,-0.0006,195678.0,"['Horizontal S/R', 'Triangle Ascending', 'Multiple Top']",3,-,-1.52,0.10%,56.10M,0.44%,18.35,2.62,-87.74%,55.38M,-3.30%,-85.20M,-,0.92,-,2.08% / 3.55,1.43%,3.62B,0.74,-235.20%,-9.18%,1.15M,4.34%,30.57,1.57,148.63%,-2.40%,51.67,33.09%,1.34,36.01,31.88%,-6.90%,29.47,51.55,-2.59%,-,-,35.70%,1.30%,-6.69%,0.44,-,1.20,-6.90%,14.10%,63.22%,1.20,10000,1.70,16.40%,-4.40%,51.16,2.57%,2.51%,Yes,1.10,-582.60%,-3.40%,0.60,48.13,Yes,1.10,Feb 13 BMO,-,324.58K,2.40,0.24%,0.28%,8.29%
1151,BTMD,biote Corp.,Healthcare,Medical Care Facilities,USA,322470000.0,11.98,4.99,0.0184,71652.0,"['Horizontal S/R', 'TL Resistance']",2,-,0.41,23.70%,39.69M,16.18%,9.25,0.53,-8.26%,31.64M,48.96%,16.20M,-,0.14,21.10%,0.18% / 1.03,26.65%,158.01M,2.04,-,7.56%,0.06M,15.51%,7.46,0.66,-69.01%,3.50%,10.33,-49.39%,0.00,3224.69,-,3.80%,2.00,10.52,33.78%,-,-,-,-,-52.59%,-,-,0.10,-,-,149.50%,0.26,-,0.10,18.00%,-,79.09,6.61%,6.72%,No,0.00,129.80%,-,1.26,4.90,Yes,0.00,Nov 08 AMC,0.00%,56.75K,2.00,21.67%,24.47%,2.03%
1152,DTC,"Solo Brands, Inc.",Consumer Cyclical,Internet Retail,USA,427680000.0,,4.47,-0.024,98564.0,"['Horizontal S/R', 'Channel Down']",2,-,-0.60,0.40%,63.47M,-4.89%,5.48,0.84,16.55%,63.36M,10.92%,-48.50M,-,0.23,-,1.42% / 4.78,5.42%,496.90M,0.86,145.20%,-1.01%,0.90M,-16.91%,5.52,0.83,-11.81%,-5.60%,8.07,-56.39%,0.18,24.87,7.50%,-13.60%,3.39,11.67,20.16%,-,-,-,13.70%,-61.70%,-,-,0.90,-,62.80%,31.86%,0.27,300,3.60,47.30%,-1.80%,54.27,8.93%,5.88%,Yes,0.49,-384.20%,-9.80%,0.52,4.58,Yes,0.48,Nov 10 BMO,-,188.52K,1.40,3.15%,8.51%,-1.09%
1153,EWV,ProShares UltraShort MSCI Japan,Financial,Exchange Traded Fund,USA,,,15.63,0.0206,4791.0,Horizontal S/R,1,-,-,-,-,3.99%,-,-,-,-,-9.26%,-,-,-,-,- / -,-22.69%,-,-,-,-,-,-13.04%,-,-,-,-,-,11.12%,-,-,-,-,13.62,23.33,-11.02%,0.04,-,-,-,-32.98%,-,0.29%,-,-,-,14.82%,0.38,-,-,-,-,45.07,2.34%,1.86%,Yes,-,-,-,0.30,15.32,Yes,-,-,-,16.10K,-,-0.17%,-5.98%,-14.90%
1154,HYW,Hywin Holdings Ltd.,Financial,Asset Management,China,142300000.0,4.92,5.97,0.015300000000000001,10746.0,"['Horizontal S/R', 'Triangle Ascending']",2,-,1.19,-,28.00M,2.05%,4.49,1.31,-,11.94M,-4.02%,35.10M,1.10,-,1.30%,0.09% / 0.58,-2.45%,288.60M,0.49,4.90%,2.28%,0.01M,-16.74%,5.14,1.14,5.60%,15.60%,12.00,7.18%,3.22,1.82,4.47%,30.10%,4.93,7.90,5.11%,-,-,-,24.50%,-24.43%,-,-,1.70,-,-,21.10%,0.43,2552,1.70,22.00%,16.80%,49.23,8.04%,7.60%,No,0.00,90.00%,12.10%,0.55,5.88,Yes,0.00,Nov 17 BMO,0.00%,19.52K,2.00,-1.31%,-0.59%,-7.14%
1155,DON,WisdomTree U.S. MidCap Dividend Fund,Financial,Exchange Traded Fund,USA,,,44.48,-0.0129,165112.0,Horizontal S/R,1,-,-,-,-,-0.87%,-,-,-,-,5.63%,-,-,-,-,- / -,6.56%,-,-,-,-,-,5.83%,-,-,-,-,-,2.84%,-,-,-,-,37.47,45.77,8.12%,1.11,-,-,-,-2.82%,-,2.47%,-,-,-,18.72%,0.67,-,-,-,-,58.49,1.52%,1.36%,Yes,-,-,-,0.68,45.06,Yes,-,-,-,241.60K,-,1.86%,4.33%,6.96%
1156,JCTCF,Jewett-Cameron Trading Company Ltd.,Basic Materials,Lumber & Wood Production,USA,19450000.0,13.1,5.58,0.0043,327.0,"['Horizontal S/R', 'Channel Up']",2,-,0.42,45.88%,3.50M,4.49%,-,-,0.00%,1.89M,0.72%,1.50M,-,-,17.20%,0.01% / 0.03,6.68%,62.60M,0.31,-66.40%,-3.68%,0.00M,-14.29%,6.88,0.81,-,4.20%,-,-37.23%,0.49,11.44,-,6.20%,4.85,8.25,-2.11%,-,-,-11.10%,5.00%,-32.36%,0.30,-,0.70,5.70%,22.70%,15.05%,0.13,75,2.80,-2.30%,3.90%,53.59,0.62%,1.57%,No,0.32,81.20%,2.40%,0.07,5.56,Yes,0.00,-,0.00%,4.91K,-,-0.69%,2.69%,-8.16%
1157,NRGX,PIMCO Energy and Tactical Credit Opportunities Fund,Financial,Asset Management,USA,698770000.0,8.93,15.62,-0.0006,165998.0,Horizontal S/R,1,-,1.75,-,44.71M,-0.38%,-,-,-,42.54M,1.56%,-,-,-,35.28%,0.04% / 0.20,-1.14%,-,-,-,-,0.02M,6.84%,-,-,-,-,-,10.08%,-,-,-,-,12.29,16.26,4.55%,0.88,-,-,-,-3.94%,-,5.63%,-,-,-,27.10%,0.30,-,-,-,-,52.83,1.85%,1.68%,No,-,-,-,2.04,15.63,Yes,-,-,-,81.26K,-,0.04%,1.93%,5.58%
1158,AMZA,InfraCap MLP ETF,Financial,Exchange Traded Fund,USA,,,33.95,0.005600000000000001,61199.0,Horizontal S/R,1,-,-,-,-,1.34%,-,-,-,-,3.92%,-,-,-,-,- / -,2.26%,-,-,-,-,-,13.70%,-,-,-,-,-,10.62%,-,-,-,-,24.40,34.44,7.37%,2.88,-,-,-,-1.44%,-,8.53%,-,-,-,39.17%,0.68,-,-,-,-,61.59,1.95%,1.78%,No,-,-,-,1.08,33.76,Yes,-,-,-,56.44K,-,1.81%,5.01%,9.68%
1159,RNMC,First Trust Mid Cap US Equity Select ETF,Financial,Exchange Traded Fund,USA,,,29.46,-0.0167,205.0,Horizontal S/R,1,-,-,-,-,-1.46%,-,-,-,-,5.56%,-,-,-,-,- / -,12.60%,-,-,-,-,-,6.70%,-,-,-,-,-,4.54%,-,-,-,-,24.06,30.24,8.69%,0.46,-,-,-,-2.58%,-,1.55%,-,-,-,22.47%,0.34,-,-,-,-,57.25,0.19%,0.49%,No,-,-,-,0.05,29.96,No,-,-,-,3.75K,-,1.47%,4.46%,8.55%
1160,DIN,"Dine Brands Global, Inc.",Consumer Cyclical,Restaurants,USA,1280000000.0,15.17,79.15,-0.026600000000000002,189282.0,Horizontal S/R,1,-,5.36,0.10%,15.38M,3.11%,11.49,7.08,-13.24%,15.34M,14.07%,87.30M,2.39,1.25,98.20%,8.71% / 5.81,7.12%,931.10M,1.37,188.00%,-3.00%,1.34M,10.61%,-19.61,-,15.93%,4.50%,87.43,6.58%,22.59,3.60,6.33%,-31.20%,61.03,84.14,22.52%,2.04,23.43,0.60%,8.60%,-5.93%,1.90,2.51%,1.20,2.60%,40.70%,29.70%,2.28,3521,1.20,2.00%,13.30%,60.02,3.21%,2.86%,Yes,-,-0.70%,9.40%,0.82,81.31,Yes,-,Nov 02 BMO,35.00%,229.86K,2.10,3.41%,10.50%,12.19%
1161,SKYY,First Trust Cloud Computing ETF,Financial,Exchange Traded Fund,USA,,,65.73,-0.018500000000000003,177462.0,"['Horizontal S/R', 'Multiple Bottom']",2,-,-,-,-,-0.86%,-,-,-,-,14.69%,-,-,-,-,- / -,14.43%,-,-,-,-,-,-11.77%,-,-,-,-,-,-28.15%,-,-,-,-,54.50,97.07,14.09%,0.81,-,-,-,-32.29%,-,1.21%,-,-,-,20.61%,2.02,-,-,-,-,58.12,3.46%,2.87%,Yes,-,-,-,0.38,66.97,Yes,-,-,-,465.99K,-,4.93%,8.49%,0.10%
1162,OLP,"One Liberty Properties, Inc.",Real Estate,REIT - Diversified,USA,508750000.0,12.81,24.04,-0.0025,47578.0,Horizontal S/R,1,-,1.88,11.70%,20.34M,-0.29%,41.20,0.58,-1.13%,18.76M,4.20%,38.40M,2.14,0.34,48.60%,1.16% / 4.39,3.09%,85.60M,5.94,38.80%,-0.96%,0.22M,-7.72%,15.45,1.56,-69.37%,5.40%,26.00,-19.87%,0.55,43.86,6.00%,13.20%,20.45,32.99,8.19%,1.80,847.92,5.90%,8.00%,-27.13%,1.34,7.47%,-,3.20%,83.20%,17.56%,0.52,9,-,5.40%,70.90%,56.76,2.33%,1.97%,Yes,1.32,19.10%,48.10%,0.96,24.10,Yes,1.32,Nov 03 AMC,89.00%,49.54K,2.70,1.34%,3.21%,-2.62%
1163,GTH,Genetron Holdings Limited,Healthcare,Diagnostics & Research,China,96360000.0,,1.15,0.036000000000000004,106802.0,Horizontal S/R,1,-,-1.13,3.85%,92.72M,-1.71%,-,-0.16,0.00%,87.11M,-0.86%,-104.20M,-,-,14.30%,0.33% / 1.86,43.75%,81.40M,1.18,89.40%,-29.11%,0.29M,19.17%,1.43,0.78,23.80%,-48.30%,2.94,-67.14%,0.81,1.37,-,-62.10%,0.73,4.18,2.68%,-,-,-,-40.50%,-72.49%,-,-,2.70,-,56.00%,57.30%,0.08,1154,2.80,-2.00%,-,51.35,5.72%,6.24%,No,0.18,-154.10%,-,0.69,1.11,Yes,0.06,-,-,154.91K,2.00,-1.25%,6.17%,-1.24%
1164,PJP,Invesco Dynamic Pharmaceuticals ETF,Financial,Exchange Traded Fund,USA,,,77.38,-0.0105,13058.0,Horizontal S/R,1,-,-,-,-,-1.80%,-,-,-,-,-1.61%,-,-,-,-,- / -,-0.23%,-,-,-,-,-,2.69%,-,-,-,-,-,0.66%,-,-,-,-,68.59,84.11,-1.55%,0.75,-,-,-,-8.00%,-,0.95%,-,-,-,12.82%,0.81,-,-,-,-,39.22,1.12%,0.91%,Yes,-,-,-,1.20,78.20,Yes,-,-,-,10.85K,-,-1.83%,-1.99%,2.16%
1165,VFVA,Vanguard U.S. Value Factor ETF,Financial,Exchange Traded Fund,USA,,,108.23,-0.011000000000000001,31154.0,"['Horizontal S/R', 'TL Resistance']",2,-,-,-,-,-0.53%,-,-,-,-,6.45%,-,-,-,-,- / -,9.18%,-,-,-,-,-,8.76%,-,-,-,-,-,3.19%,-,-,-,-,86.10,110.69,9.69%,2.18,-,-,-,-2.22%,-,1.99%,-,-,-,25.70%,1.65,-,-,-,-,59.43,1.57%,1.33%,No,-,-,-,0.91,109.43,Yes,-,-,-,34.25K,-,2.03%,5.31%,9.45%
1166,CTG,"Computer Task Group, Incorporated",Technology,Information Technology Services,USA,125980000.0,7.99,7.29,-0.026699999999999998,10678.0,"['TL Resistance', 'Wedge']",2,-,0.94,3.30%,14.48M,1.39%,11.61,0.65,0.00%,13.94M,0.00%,14.10M,0.53,0.12,53.10%,0.08% / 0.43,-7.60%,359.60M,0.35,73.20%,-0.18%,0.01M,-3.83%,6.63,1.13,21.70%,7.90%,11.12,-12.59%,1.59,4.70,15.00%,14.80%,6.42,10.10,-3.57%,-,7.54,19.30%,15.60%,-27.82%,0.91,-,1.80,3.80%,23.20%,13.55%,0.33,3250,1.80,-17.20%,3.80%,50.56,5.21%,4.05%,Yes,0.00,-35.00%,3.90%,0.40,7.49,Yes,0.00,Nov 08 BMO,0.00%,26.90K,3.00,0.39%,0.91%,-7.21%
1167,AGYS,"Agilysys, Inc.",Technology,Software - Application,USA,2109999999.9999998,203.27,81.66,-0.0273,192686.0,TL Resistance,1,-,0.41,1.30%,24.70M,-1.44%,90.56,0.93,-14.28%,23.93M,7.48%,10.70M,4065.38,0.22,-,1.10% / 1.74,27.83%,191.70M,10.98,118.10%,-0.44%,0.26M,64.04%,4.53,18.53,-0.32%,4.80%,95.00,120.11%,4.22,19.90,0.05%,10.20%,31.49,86.00,3.18%,-,102.21,18.70%,6.50%,-5.05%,0.93,-,1.80,5.00%,60.70%,159.32%,3.24,1400,2.00,26.30%,5.70%,54.08,2.97%,4.21%,Yes,0.00,208.70%,5.60%,1.27,83.95,Yes,0.00,Jan 24 AMC,0.00%,151.51K,1.70,0.02%,8.33%,46.65%
1168,GLPG,Galapagos NV,Healthcare,Biotechnology,Belgium,2830000000.0,434.0,43.58,0.0040999999999999995,89210.0,TL Resistance,1,-,0.10,-,65.31M,-0.21%,-,-3.08,-,40.51M,-3.41%,-,611.27,-0.70,19.58%,2.50% / 6.32,5.60%,577.15M,4.91,11.80%,-,1.01M,-18.19%,40.87,1.06,-116.90%,-,54.84,-34.73%,-,-,0.71%,-,37.24,72.11,-1.80%,-,-,-,-,-39.56%,-,-,-,-,-,17.04%,1.08,1357,-,112.20%,-,46.80,2.87%,2.31%,Yes,-,-,-,0.57,43.40,Yes,-,Nov 03 AMC,-,160.41K,2.90,-3.48%,2.01%,-11.00%
1169,TGLS,Tecnoglass Inc.,Industrials,Building Products & Equipment,Colombia,1690000000.0,13.93,34.81,-0.0125,102406.0,TL Resistance,1,-,2.53,0.30%,47.67M,-1.69%,10.05,3.51,-29.48%,20.67M,13.06%,120.60M,14.82,0.98,26.40%,3.77% / 2.98,46.51%,639.20M,2.64,177.80%,3.87%,0.78M,38.96%,6.54,5.39,9.18%,18.90%,39.20,68.16%,1.81,19.47,0.94%,43.10%,16.05,36.48,13.13%,0.30,43.24,13.30%,17.60%,-4.58%,1.74,0.85%,1.40,10.20%,46.40%,116.88%,1.50,6908,2.00,53.20%,28.60%,61.86,3.77%,4.83%,Yes,0.54,126.40%,18.90%,0.39,35.25,Yes,0.54,Nov 03 BMO,10.70%,261.47K,1.40,4.78%,10.65%,44.31%
1170,PWP,Perella Weinberg Partners,Financial,Capital Markets,USA,919670000.0,51.74,10.32,-0.0077,209710.0,TL Resistance,1,-,0.20,0.30%,42.26M,-0.67%,13.51,0.77,-30.74%,41.45M,4.98%,18.90M,-,0.01,95.80%,2.90% / 4.19,23.15%,647.30M,1.42,-31.20%,-1.54%,1.20M,29.00%,3.31,3.14,11.59%,3.20%,12.50,-5.32%,3.19,3.26,-,13.80%,5.47,11.92,5.31%,0.28,-,-,6.50%,-13.42%,-,2.69%,2.10,-,75.40%,88.67%,0.41,602,2.10,-18.00%,-4.40%,53.93,4.76%,3.92%,Yes,0.00,-84.10%,2.90%,0.73,10.40,Yes,0.00,Feb 09 BMO,66.80%,286.73K,2.00,0.72%,4.61%,30.89%
1171,CORN,Teucrium Corn Fund,Financial,Exchange Traded Fund,USA,,,26.61,0.0042,20405.0,"['TL Resistance', 'Wedge']",2,-,-,-,-,-0.30%,-,-,-,-,2.66%,-,-,-,-,- / -,-1.66%,-,-,-,-,-,7.04%,-,-,-,-,-,15.44%,-,-,-,-,22.76,30.30,-1.19%,-,-,-,-,-12.18%,-,-,-,-,-,16.92%,0.31,-,-,-,-,53.31,1.15%,1.22%,Yes,-,-,-,0.16,26.50,Yes,-,-,-,129.26K,-,0.42%,1.13%,-0.51%
1172,FTI,TechnipFMC plc,Energy,Oil & Gas Equipment & Services,United Kingdom,5970000000.0,,13.92,0.030299999999999997,3442735.0,TL Resistance,1,-,-0.36,1.33%,450.10M,-0.07%,26.39,0.51,-0.18%,440.51M,12.44%,-162.40M,-,0.03,99.94%,3.82% / 2.71,14.57%,6.53B,0.91,102.40%,-1.15%,16.81M,66.91%,6.99,1.93,582.67%,-2.30%,14.51,105.92%,1.67,8.09,-2.90%,-6.80%,5.47,14.10,14.19%,-,52.20,-42.80%,-2.50%,-1.24%,1.81,-,1.00,-7.00%,13.40%,154.25%,0.50,20610,1.30,9.70%,1.20%,63.08,4.80%,3.68%,Yes,0.45,112.30%,-3.50%,0.55,13.51,Yes,0.36,Feb 23 BMO,-,6.21M,1.90,5.69%,12.13%,47.07%
1173,IWD,iShares Russell 1000 Value ETF,Financial,Exchange Traded Fund,USA,,,159.3,-0.0088,1266049.0,TL Resistance,1,-,-,-,-,-0.69%,-,-,-,-,2.91%,-,-,-,-,- / -,6.19%,-,-,-,-,-,3.20%,-,-,-,-,-,-3.40%,-,-,-,-,134.09,169.69,5.04%,3.25,-,-,-,-6.12%,-,2.02%,-,-,-,18.80%,2.15,-,-,-,-,55.76,1.40%,1.29%,Yes,-,-,-,0.44,160.72,Yes,-,-,-,2.91M,-,0.77%,2.49%,4.98%
1174,VONV,Vanguard Russell 1000 Value Index Fund,Financial,Exchange Traded Fund,USA,,,69.84,-0.0095,230212.0,"['TL Resistance', 'Head & Shoulders Inverse']",2,-,-,-,-,-0.72%,-,-,-,-,2.77%,-,-,-,-,- / -,6.17%,-,-,-,-,-,3.28%,-,-,-,-,-,-3.46%,-,-,-,-,58.83,74.46,4.90%,1.85,-,-,-,-6.20%,-,2.63%,-,-,-,18.72%,0.93,-,-,-,-,55.39,1.33%,1.26%,No,-,-,-,0.29,70.51,Yes,-,-,-,782.53K,-,0.72%,2.40%,4.90%
